displayName,schoolType,state,city,region,isPublic,displayRank,sortRank,ReligiousAffiliation
Elmira College,regional-colleges-north,NY,Elmira,north,True,#8,8,
Elms College,regional-universities-north,MA,Chicopee,north,True,#74,74,
Elon University,national-universities,NC,Elon,,True,#121,121,
Embry-Riddle Aeronautical University-Daytona Beach,regional-universities-south,FL,Daytona Beach,south,True,#5,5,
Embry-Riddle Aeronautical University--Prescott,regional-colleges-west,AZ,Prescott,west,True,#1,1,
Emerson College,regional-universities-north,MA,Boston,north,True,#19,19,
Emmanuel College,national-liberal-arts-colleges,MA,Boston,,True,#145,145,
Emmanuel University,regional-colleges-south,GA,Franklin Springs,south,True,#59,59,
Emmaus Bible College,regional-colleges-midwest,IA,Dubuque,midwest,True,#39,39,
Emory & Henry University,regional-universities-south,VA,Emory,south,True,#26,26,
Emory University,national-universities,GA,Atlanta,,True,#24,24,
Emporia State University,regional-universities-midwest,KS,Emporia,midwest,True,#82,82,
Endicott College,regional-universities-north,MA,Beverly,north,True,#39,39,
Erskine College,regional-colleges-south,SC,Due West,south,True,#46,46,
Escuela de Artes Plasticas de Puerto Rico,specialty-arts,PR,San Juan,,True,Unranked,-2,
Eureka College,regional-colleges-midwest,IL,Eureka,midwest,True,#29,29,
Evangel University,regional-universities-midwest,MO,Springfield,midwest,True,#91,91,
Everglades University,regional-universities-south,FL,Boca Raton,south,True,#88,88,
The Evergreen State College,regional-universities-west,WA,Olympia,west,True,#64,64,
Fairfield University,national-universities,CT,Fairfield,,True,#132,132,
Fairleigh Dickinson University-Metropolitan Campus,regional-universities-north,NJ,Teaneck,north,True,#60,60,
Fairmont State University,regional-universities-south,WV,Fairmont,south,True,#86,86,
Faith Baptist Bible College and Theological Seminary,regional-colleges-midwest,IA,Ankeny,midwest,True,#49,49,
Farmingdale State College--SUNY,regional-colleges-north,NY,Farmingdale,north,True,#6,6,
Fashion Institute of Design & Merchandising,regional-colleges-west,CA,Los Angeles,west,True,Unranked,-2,
Fashion Institute of Technology,regional-universities-north,NY,New York,north,True,Unranked,-2,
Faulkner University,regional-universities-south,AL,Montgomery,south,True,#120,120,
Fayetteville State University,regional-universities-south,NC,Fayetteville,south,True,#62,62,
Feather River Community College District,regional-colleges-west,CA,Quincy,west,True,Unranked,-2,
Felician University,regional-universities-north,NJ,Lodi,north,True,#115,115,
Ferris State University,national-universities,MI,Big Rapids,,True,#329,329,
Ferrum College,regional-colleges-south,VA,Ferrum,south,True,#51,51,
Fisher College,regional-colleges-north,MA,Boston,north,True,#43,43,
Fisk University,national-liberal-arts-colleges,TN,Nashville,,True,#158,158,
Fitchburg State University,regional-universities-north,MA,Fitchburg,north,True,#84,84,
Five Towns College,specialty-arts,NY,Dix Hills,,True,Unranked,-2,
Flagler College,regional-colleges-south,FL,St. Augustine,south,True,#3,3,
Florida A&M University,national-universities,FL,Tallahassee,,True,#152,152,
Florida A&M University - Florida State University College of Engineering,unranked,FL,,,True,Unranked,-2,
Florida Atlantic University,national-universities,FL,Boca Raton,,True,#189,189,
Florida College,regional-colleges-south,FL,Temple Terrace,south,True,#59,59,
Florida Gateway College,regional-colleges-south,FL,Lake City,south,True,Unranked,-2,
Florida Gulf Coast University,national-universities,FL,Fort Myers,,True,#296,296,
Florida Institute of Technology,national-universities,FL,Melbourne,,True,#231,231,
Florida International University,national-universities,FL,Miami,,True,#98,98,
Florida Keys Community College,regional-colleges-south,FL,Key West,south,True,Unranked,-2,
Florida Memorial University,regional-colleges-south,FL,Miami,south,True,#65,65,
Florida National University,regional-universities-south,FL,Hialeah,south,True,#88,88,
Florida Polytechnic University,regional-colleges-south,FL,Lakeland,south,True,#2,2,
Florida Southern College,regional-universities-south,FL,Lakeland,south,True,#11,11,
Florida SouthWestern State College,regional-colleges-south,FL,Fort Myers,south,True,Unranked,-2,
Florida State College--Jacksonville,regional-colleges-south,FL,Jacksonville,south,True,Unranked,-2,
Florida State University,national-universities,FL,Tallahassee,,True,#54,54,
Foothill College,regional-colleges-west,CA,Los Altos Hills,west,True,Unranked,-2,
Fordham University,national-universities,NY,New York,,True,#91,91,
Fort Hays State University,regional-universities-midwest,KS,Hays,midwest,True,#101,101,
Fort Lewis College,regional-colleges-west,CO,Durango,west,True,#19,19,
Fort Valley State University,regional-universities-south,GA,Fort Valley,south,True,#62,62,
Framingham State University,regional-universities-north,MA,Framingham,north,True,#74,74,
Franciscan Missionaries of Our Lady University,health,LA,Baton Rouge,,True,Unranked,-2,
Franciscan University of Steubenville,regional-universities-midwest,OH,Steubenville,midwest,True,#28,28,
Francis Marion University,regional-universities-south,SC,Florence,south,True,#51,51,
Franklin College,national-liberal-arts-colleges,IN,Franklin,,True,#147,147,
Franklin & Marshall College,national-liberal-arts-colleges,PA,Lancaster,,True,#31,31,
Franklin Pierce University,regional-universities-north,NH,Rindge,north,True,#142,142,
Franklin University,regional-universities-midwest,OH,Columbus,midwest,True,#149-164,-1,
Franklin W. Olin College of Engineering,specialty-engineering,MA,Needham,,True,Unranked,-2,
Freed-Hardeman University,regional-universities-south,TN,Henderson,south,True,#23,23,
Fresno Pacific University,regional-universities-west,CA,Fresno,west,True,#47,47,
Friends University,regional-universities-midwest,KS,Wichita,midwest,True,#128,128,
Frostburg State University,regional-universities-north,MD,Frostburg,north,True,#91,91,
Furman University,national-liberal-arts-colleges,SC,Greenville,,True,#45,45,
Galen College of Nursing--Louisville,health,KY,Louisville,,True,Unranked,-2,
Gallaudet University,national-universities,DC,Washington,,True,#214,214,
Gannon University,national-universities,PA,Erie,,True,#244,244,
Gardner-Webb University,national-universities,NC,Boiling Springs,,True,#388,388,
Geneva College,regional-universities-north,PA,Beaver Falls,north,True,#84,84,
George Fox University,national-universities,OR,Newberg,,True,#273,273,
George Mason University,national-universities,VA,Fairfax,,True,#109,109,
Georgetown College,national-liberal-arts-colleges,KY,Georgetown,,True,#178,178,
Georgetown University,national-universities,DC,Washington,,True,#24,24,
George Washington University,national-universities,DC,Washington,,True,#63,63,
Georgia College & State University,regional-universities-south,GA,Milledgeville,south,True,#15,15,
Georgia Gwinnett College,regional-colleges-south,GA,Lawrenceville,south,True,#56,56,
Georgia Highlands College,regional-colleges-south,GA,Rome,south,True,Unranked,-2,
Georgia Institute of Technology,national-universities,GA,Atlanta,,True,#33,33,
Georgia Military College,regional-colleges-south,GA,Milledgeville,south,True,Unranked,-2,
Georgian Court University,regional-universities-north,NJ,Lakewood,north,True,#95,95,
Georgia Southern University,national-universities,GA,Statesboro,,True,#342,342,
Georgia Southwestern State University,regional-universities-south,GA,Americus,south,True,#104,104,
Georgia State University,national-universities,GA,Atlanta,,True,#196,196,
Gettysburg College,national-liberal-arts-colleges,PA,Gettysburg,,True,#55,55,
Glenville State University,regional-colleges-south,WV,Glenville,south,True,#57,57,
God's Bible School and College,regional-colleges-midwest,OH,Cincinnati,midwest,True,#43,43,
Goldey-Beacom College,regional-universities-north,DE,Wilmington,north,True,#126,126,
Goldfarb School of Nursing at Barnes-Jewish College,health,MO,Saint Louis,,True,Unranked,-2,
Gonzaga University,national-universities,WA,Spokane,,True,#98,98,
Good Samaritan College of Nursing and Health Science,health,OH,Cincinnati,,True,Unranked,-2,
Goodwin University,regional-colleges-north,CT,East Hartford,north,True,#48,48,
Gordon College,national-liberal-arts-colleges,MA,Wenham,,True,#162,162,
Gordon State College,regional-colleges-south,GA,Barnesville,south,True,#88-97,-1,
Goshen College,regional-colleges-midwest,IN,Goshen,midwest,True,#9,9,
Goucher College,national-liberal-arts-colleges,MD,Baltimore,,True,#126,126,
Governors State University,regional-universities-midwest,IL,University Park,midwest,True,#149-164,-1,
Grace Christian University,regional-colleges-midwest,MI,Grand Rapids,midwest,True,#54,54,
Grace College and Seminary,regional-universities-midwest,IN,Winona Lake,midwest,True,#48,48,
Graceland University,regional-universities-midwest,IA,Lamoni,midwest,True,#118,118,
Grambling State University,regional-universities-south,LA,Grambling,south,True,#88,88,
Grand Canyon University,national-universities,AZ,Phoenix,,True,#392-434,-1,
Grand Valley State University,national-universities,MI,Allendale,,True,#244,244,
Grand View University,regional-universities-midwest,IA,Des Moines,midwest,True,#98,98,
Grays Harbor College,regional-colleges-west,WA,Aberdeen,west,True,Unranked,-2,
Grayson College,unranked,TX,,,True,Unranked,-2,
Great Basin College,regional-colleges-west,NV,Elko,west,True,#42-45,-1,
Great Lakes Christian College,regional-colleges-midwest,MI,Lansing,midwest,True,#65,65,
Green River College,regional-colleges-west,WA,Auburn,west,True,Unranked,-2,
Greensboro College,regional-universities-south,NC,Greensboro,south,True,#101,101,
Greenville University,regional-universities-midwest,IL,Greenville,midwest,True,#103,103,
Grinnell College,national-liberal-arts-colleges,IA,Grinnell,,True,#19,19,
Grove City College,regional-colleges-north,PA,Grove City,north,True,#4,4,
Guilford College,national-liberal-arts-colleges,NC,Greensboro,,True,#165,165,
Gulf Coast State College,regional-colleges-south,FL,Panama City,south,True,Unranked,-2,
Gustavus Adolphus College,national-liberal-arts-colleges,MN,St. Peter,,True,#66,66,
Gwynedd Mercy University,national-universities,PA,Gwynedd Valley,,True,#296,296,
Hamilton College,national-liberal-arts-colleges,NY,Clinton,,True,#14,14,
Hamline University,regional-universities-midwest,MN,St. Paul,midwest,True,#16,16,
Hampden-Sydney College,national-liberal-arts-colleges,VA,Hampden-Sydney,,True,#103,103,
Hampshire College,national-liberal-arts-colleges,MA,Amherst,,True,#145,145,
Hampton University,national-universities,VA,Hampton,,True,#273,273,
Hannibal-LaGrange University,regional-colleges-midwest,MO,Hannibal,midwest,True,#53,53,
Hanover College,national-liberal-arts-colleges,IN,Hanover,,True,#103,103,
Harding University,national-universities,AR,Searcy,,True,#296,296,
Hardin-Simmons University,national-universities,TX,Abilene,,True,#392-434,-1,
Harrisburg University of Science and Technology,regional-universities-north,PA,Harrisburg,north,True,#151-165,-1,
Harris-Stowe State University,regional-colleges-midwest,MO,St. Louis,midwest,True,#67,67,
Hartwick College,national-liberal-arts-colleges,NY,Oneonta,,True,#136,136,
Harvard University,national-universities,MA,Cambridge,,True,#3,3,
Harvey Mudd College,national-liberal-arts-colleges,CA,Claremont,,True,#12,12,
Haskell Indian Nations University,tribal,KS,Lawrence,,True,Unranked,-2,
Hastings College,regional-colleges-midwest,NE,Hastings,midwest,True,#20,20,
Haverford College,national-liberal-arts-colleges,PA,Haverford,,True,#24,24,
Hawaii Pacific University,regional-universities-west,HI,Honolulu,west,True,#76,76,
Hebrew Theological College,national-liberal-arts-colleges,IL,Skokie,,True,#187-204,-1,
Heidelberg University,regional-universities-midwest,OH,Tiffin,midwest,True,#64,64,
Helene Fuld College of Nursing,health,NY,New York,,True,Unranked,-2,
Hellenic College,national-liberal-arts-colleges,MA,Brookline,,True,Unranked,-2,
Henderson State University,regional-universities-south,AR,Arkadelphia,south,True,#108,108,
Hendrix College,national-liberal-arts-colleges,AR,Conway,,True,#114,114,
Henry Ford College,regional-colleges-midwest,MI,Dearborn,midwest,True,Unranked,-2,
Heritage University,regional-universities-west,WA,Toppenish,west,True,#52,52,
Herzing University,regional-universities-midwest,WI,Madison,midwest,True,#149-164,-1,
Herzing University-Atlanta,regional-colleges-south,GA,Atlanta,south,True,#88-97,-1,
Herzing University-Brookfield,health,WI,Brookfield,,True,Unranked,-2,
Herzing University-Kenosha,health,WI,Kenosha,,True,Unranked,-2,
Herzing University--Minneapolis,health,MN,,,True,Unranked,-2,
Herzing University--Orlando,health,FL,Winter Park,,True,Unranked,-2,
Hesston College,regional-colleges-midwest,KS,Hesston,midwest,True,Unranked,-2,
Highline College,regional-colleges-west,WA,Des Moines,west,True,Unranked,-2,
High Point University,regional-colleges-south,NC,High Point,south,True,#1,1,
Hilbert College,regional-colleges-north,NY,Hamburg,north,True,#25,25,
Hillsdale College,national-liberal-arts-colleges,MI,Hillsdale,,True,#50,50,
Hiram College,regional-colleges-midwest,OH,Hiram,midwest,True,#9,9,
Hobart and William Smith Colleges,national-liberal-arts-colleges,NY,Geneva,,True,#74,74,
Hofstra University,national-universities,NY,Hempstead,,True,#196,196,
Hollins University,national-liberal-arts-colleges,VA,Roanoke,,True,#136,136,
Holy Apostles College and Seminary,regional-universities-north,CT,Cromwell,north,True,Unranked,-2,
"Holy Cross College at Notre Dame, Indiana",national-liberal-arts-colleges,IN,Notre Dame,,True,#182,182,
Holy Family University,regional-universities-north,PA,Philadelphia,north,True,#111,111,
Hood College,regional-universities-north,MD,Frederick,north,True,#60,60,
Hope College,national-liberal-arts-colleges,MI,Holland,,True,#90,90,
Hope International University,regional-universities-west,CA,Fullerton,west,True,#100,100,
Houghton University,national-liberal-arts-colleges,NY,Houghton,,True,#153,153,
Houston Christian University,regional-universities-west,TX,Houston,west,True,#70,70,
Howard Payne University,regional-colleges-west,TX,Brownwood,west,True,#25,25,
Howard University,national-universities,DC,Washington,,True,#86,86,
Huertas College,health,PR,Caguas,,True,Unranked,-2,
Hult International Business School,specialty-business,MA,Cambridge,,True,Unranked,-2,
Humphreys University,regional-universities-west,CA,Stockton,west,True,Unranked,-2,
Huntingdon College,regional-colleges-south,AL,Montgomery,south,True,#8,8,
Huntington University,regional-universities-midwest,IN,Huntington,midwest,True,#37,37,
Husson University,national-universities,ME,Bangor,,True,#342,342,
Huston-Tillotson University,regional-colleges-west,TX,Austin,west,True,#25,25,
Idaho State University,national-universities,ID,Pocatello,,True,#392-434,-1,
Ilisagvik College,tribal,AK,Barrow,,True,Unranked,-2,
Illinois College,national-liberal-arts-colleges,IL,Jacksonville,,True,#114,114,
Illinois Institute of Technology,national-universities,IL,Chicago,,True,#105,105,
Illinois State University,national-universities,IL,Normal,,True,#220,220,
Illinois Wesleyan University,regional-colleges-midwest,IL,Bloomington,midwest,True,#1,1,
Immaculata University,national-universities,PA,Immaculata,,True,#288,288,
Indiana State University,national-universities,IN,Terre Haute,,True,#377,377,
Indiana Tech,regional-universities-midwest,IN,Fort Wayne,midwest,True,#144,144,
Indiana University--Bloomington,national-universities,IN,Bloomington,,True,#73,73,
Indiana University East,regional-universities-midwest,IN,Richmond,midwest,True,#109,109,
Indiana University Indianapolis,national-universities,IN,Indianapolis,,True,#196,196,
Indiana University--Kokomo,regional-universities-midwest,IN,Kokomo,midwest,True,#118,118,
Indiana University Northwest,regional-universities-midwest,IN,Gary,midwest,True,#145,145,
Indiana University of Pennsylvania,national-universities,PA,Indiana,,True,#329,329,
Indiana University--South Bend,regional-universities-midwest,IN,South Bend,midwest,True,#124,124,
Indiana University Southeast,regional-universities-midwest,IN,New Albany,midwest,True,#138,138,
Indiana Wesleyan University,regional-universities-midwest,IN,Marion,midwest,True,#11,11,
Indian River State College,regional-colleges-south,FL,Fort Pierce,south,True,Unranked,-2,
Institute of American Indian Arts,tribal,NM,Santa Fe,,True,Unranked,-2,
Inter American University of Puerto Rico--Aguadilla,regional-universities-south,PR,Aguadilla,south,True,#122-133,-1,
Inter American University of Puerto Rico--Arecibo,regional-universities-south,PR,Arecibo,south,True,#122-133,-1,
Inter American University of Puerto Rico--Barranquitas,regional-colleges-south,PR,Barranquitas,south,True,#62,62,
Inter American University of Puerto Rico--Bayamon,regional-colleges-south,PR,Bayamon,south,True,#83,83,
Inter American University of Puerto Rico--Fajardo,regional-colleges-south,PR,Fajardo,south,True,#78,78,
Inter American University of Puerto Rico--Guayama,regional-colleges-south,PR,Guayama,south,True,#68,68,
Inter American University of Puerto Rico--Metropolitan Campus,regional-universities-south,PR,San Juan,south,True,#118,118,
Inter American University of Puerto Rico--Ponce,regional-colleges-south,PR,Mercedita,south,True,#78,78,
Inter American University of Puerto Rico--San German,regional-universities-south,PR,San German,south,True,#101,101,
Iona University,regional-universities-north,NY,New Rochelle,north,True,#60,60,
Iowa State University of Science and Technology,national-universities,IA,Ames,,True,#121,121,
Ithaca College,regional-universities-north,NY,Ithaca,north,True,#15,15,
Jackson College,regional-colleges-midwest,MI,Jackson,midwest,True,Unranked,-2,
Jackson State University,national-universities,MS,Jackson,,True,#392-434,-1,
Jacksonville State University,regional-universities-south,AL,Jacksonville,south,True,#55,55,
Jacksonville University,regional-universities-south,FL,Jacksonville,south,True,#41,41,
James Madison University,national-universities,VA,Harrisonburg,,True,#148,148,
Jamestown Business College,specialty-business,NY,Jamestown,,True,Unranked,-2,
Jarvis Christian University,regional-colleges-west,TX,Hawkins,west,True,#39,39,
Jessup University,regional-universities-west,CA,Rocklin,west,True,#68,68,
Jewish Theological Seminary of America,faith,NY,New York,,True,Unranked,-2,
John Brown University,regional-universities-south,AR,Siloam Springs,south,True,#12,12,
John Carroll University,regional-universities-midwest,OH,University Heights,midwest,True,#3,3,
John Paul the Great Catholic University,regional-colleges-west,CA,Escondido,west,True,#10,10,
Johns Hopkins University,national-universities,MD,Baltimore,,True,#6,6,
Johnson C. Smith University,national-liberal-arts-colleges,NC,Charlotte,,True,#175,175,
Johnson University (TN),regional-universities-south,TN,Knoxville,south,True,#34,34,
Johnson & Wales University--Charlotte,regional-colleges-south,NC,Charlotte,south,True,#29,29,
Johnson & Wales University--Providence,regional-universities-north,RI,Providence,north,True,#91,91,
Joyce University,health,UT,Draper,,True,Unranked,-2,
Judson College at Southeastern,national-universities,NC,Wake Forest,,True,#342,342,
Judson University,regional-universities-midwest,IL,Elgin,midwest,True,#103,103,
Juilliard School,specialty-arts,NY,New York,,True,Unranked,-2,
Juniata College,national-liberal-arts-colleges,PA,Huntingdon,,True,#90,90,
Kalamazoo College,national-liberal-arts-colleges,MI,Kalamazoo,,True,#69,69,
Kansas City Art Institute,specialty-arts,MO,Kansas City,,True,Unranked,-2,
Kansas State University,national-universities,KS,Manhattan,,True,#165,165,
Kansas Wesleyan University,regional-colleges-midwest,KS,Salina,midwest,True,#32,32,
Kean University,national-universities,NJ,Union,,True,#315,315,
Keene State College,regional-colleges-north,NH,Keene,north,True,#15,15,
Keiser University,national-universities,FL,Ft. Lauderdale,,True,#288,288,
Kennesaw State University,national-universities,GA,Kennesaw,,True,#392-434,-1,
Kent State University,national-universities,OH,Kent,,True,#231,231,
Kent State University at Ashtabula,regional-colleges-midwest,OH,,midwest,True,#74-81,-1,
Kent State University at East Liverpool,regional-colleges-midwest,OH,East Liverpool,midwest,True,#74-81,-1,
Kent State University at Geauga,regional-colleges-midwest,OH,,midwest,True,#74-81,-1,
Kent State University at Salem,regional-colleges-midwest,OH,,midwest,True,#74-81,-1,
Kent State University at Stark,regional-colleges-midwest,OH,,midwest,True,#67,67,
Kent State University at Trumbull,regional-colleges-midwest,OH,,midwest,True,#74-81,-1,
Kent State University at Tuscarawas,regional-colleges-midwest,OH,,midwest,True,#74-81,-1,
Kentucky Christian University,regional-colleges-south,KY,Grayson,south,True,#62,62,
Kentucky State University,regional-colleges-south,KY,Frankfort,south,True,#41,41,
Kentucky Wesleyan College,regional-colleges-south,KY,Owensboro,south,True,#22,22,
Kenyon College,national-liberal-arts-colleges,OH,Gambier,,True,#45,45,
Kettering College,health,OH,Kettering,,True,Unranked,-2,
Kettering University,regional-universities-midwest,MI,Flint,midwest,True,#7,7,
Keuka College,regional-universities-north,NY,Keuka Park,north,True,#139,139,
Keystone College,regional-colleges-north,PA,La Plume,north,True,#37,37,
King's College,regional-universities-north,PA,Wilkes-Barre,north,True,#101,101,
The King's College,national-liberal-arts-colleges,NY,New York,,True,#169,169,
King University,regional-universities-south,TN,Bristol,south,True,#75,75,
Knox College,national-liberal-arts-colleges,IL,Galesburg,,True,#83,83,
Kutztown University of Pennsylvania,regional-universities-north,PA,Kutztown,north,True,#115,115,
Kuyper College,regional-colleges-midwest,MI,Grand Rapids,midwest,True,Unranked,-2,
Laboure College,health,MA,Milton,,True,Unranked,-2,
Lackawanna College,regional-colleges-north,PA,Scranton,north,True,#55-60,-1,
Lafayette College,national-liberal-arts-colleges,PA,Easton,,True,#31,31,
LaGrange College,regional-colleges-south,GA,LaGrange,south,True,#13,13,
Laguna College of Art and Design,specialty-arts,CA,Laguna Beach,,True,Unranked,-2,
Lake Erie College,regional-universities-midwest,OH,Painesville,midwest,True,#142,142,
Lake Forest College,national-liberal-arts-colleges,IL,Lake Forest,,True,#77,77,
Lakeland University,regional-universities-midwest,WI,Plymouth,midwest,True,#138,138,
Lake-Sumter State College,regional-colleges-south,FL,Leesburg,south,True,Unranked,-2,
Lake Superior State University,regional-colleges-midwest,MI,Sault Ste. Marie,midwest,True,#13,13,
Lakeview College of Nursing,health,IL,Danville,,True,Unranked,-2,
Lake Washington Institute of Technology,regional-colleges-west,WA,Kirkland,west,True,Unranked,-2,
Lamar University,national-universities,TX,Beaumont,,True,#392-434,-1,
Lancaster Bible College,regional-universities-north,PA,Lancaster,north,True,#142,142,
Lander University,regional-colleges-south,SC,Greenwood,south,True,#14,14,
Landmark College,regional-colleges-north,VT,Putney,north,True,Unranked,-2,
Lane College,national-liberal-arts-colleges,TN,Jackson,,True,#187-204,-1,
Langston University,regional-universities-west,OK,Langston,west,True,#105-115,-1,
La Roche University,regional-universities-north,PA,Pittsburgh,north,True,#129,129,
La Salle University,national-universities,PA,Philadelphia,,True,#231,231,
Lasell University,regional-universities-north,MA,Newton,north,True,#115,115,
La Sierra University,regional-universities-west,CA,Riverside,west,True,#43,43,
Lawrence Technological University,regional-universities-midwest,MI,Southfield,midwest,True,#54,54,
Lawrence University,national-liberal-arts-colleges,WI,Appleton,,True,#69,69,
Lebanon Valley College,regional-universities-north,PA,Annville,north,True,#74,74,
Lees-McRae College,regional-colleges-south,NC,Banner Elk,south,True,#22,22,
Lee University,regional-universities-south,TN,Cleveland,south,True,#29,29,
Lehigh University,national-universities,PA,Bethlehem,,True,#46,46,
Le Moyne College,regional-universities-north,NY,Syracuse,north,True,#12,12,
LeMoyne-Owen College,regional-colleges-south,TN,Memphis,south,True,#77,77,
Lenoir-Rhyne University,regional-universities-south,NC,Hickory,south,True,#51,51,
Lesley University,national-universities,MA,Cambridge,,True,#342,342,
LeTourneau University,regional-universities-west,TX,Longview,west,True,#35,35,
Lewis & Clark College,national-liberal-arts-colleges,OR,Portland,,True,#103,103,
Lewis-Clark State College,regional-colleges-west,ID,Lewiston,west,True,#27,27,
Lewis University,regional-universities-midwest,IL,Romeoville,midwest,True,#23,23,
Liberty University,national-universities,VA,Lynchburg,,True,#392-434,-1,
Life Pacific University,regional-colleges-west,CA,San Dimas,west,True,#13,13,
Life University,regional-universities-south,GA,Marietta,south,True,#117,117,
LIM College,specialty-business,NY,New York,,True,Unranked,-2,
Limestone University,regional-colleges-south,SC,Gaffney,south,True,#76,76,
Lincoln Memorial University,national-universities,TN,Harrogate,,True,#329,329,
Lincoln University (CA),specialty-business,CA,Oakland,,True,Unranked,-2,
Lincoln University (MO),regional-colleges-midwest,MO,Jefferson City,midwest,True,#57,57,
Lincoln University (PA),regional-universities-north,PA,Lincoln University,north,True,#126,126,
Lindenwood University,regional-universities-midwest,MO,St. Charles,midwest,True,#124,124,
Lindsey Wilson College,regional-universities-south,KY,Columbia,south,True,#97,97,
Linfield University,national-liberal-arts-colleges,OR,McMinnville,,True,#108,108,
Lipscomb University,national-universities,TN,Nashville,,True,#244,244,
Livingstone College,regional-colleges-south,NC,Salisbury,south,True,#68,68,
Logan University,health,MO,Chesterfield,,True,Unranked,-2,
Long Island University,national-universities,NY,Brookville,,True,#359,359,
Longwood University,regional-universities-south,VA,Farmville,south,True,#15,15,
Loras College,regional-colleges-midwest,IA,Dubuque,midwest,True,#12,12,
Louisiana Christian University,regional-universities-south,LA,Pineville,south,True,#109,109,
Louisiana State University--Alexandria,regional-colleges-south,LA,Alexandria,south,True,#47,47,
Louisiana State University--Baton Rouge,national-universities,LA,Baton Rouge,,True,#179,179,
Louisiana State University Health Sciences Center,medical,LA,New Orleans,,True,Unranked,-2,
Louisiana State University--Shreveport,regional-universities-south,LA,Shreveport,south,True,#95,95,
Louisiana Tech University,national-universities,LA,Ruston,,True,#296,296,
Lourdes University,regional-universities-midwest,OH,Sylvania,midwest,True,#101,101,
Loyola Marymount University,national-universities,CA,Los Angeles,,True,#91,91,
Loyola University Chicago,national-universities,IL,Chicago,,True,#132,132,
Loyola University Maryland,regional-universities-north,MD,Baltimore,north,True,#6,6,
Loyola University New Orleans,national-universities,LA,New Orleans,,True,#244,244,
Lubbock Christian University,regional-universities-west,TX,Lubbock,west,True,#78,78,
Luther College,national-liberal-arts-colleges,IA,Decorah,,True,#108,108,
Lycoming College,national-liberal-arts-colleges,PA,Williamsport,,True,#100,100,
Lynn University,regional-universities-south,FL,Boca Raton,south,True,#48,48,
Lyon College,national-liberal-arts-colleges,AR,Batesville,,True,#169,169,
Macalester College,national-liberal-arts-colleges,MN,St. Paul,,True,#26,26,
Madonna University,regional-universities-midwest,MI,Livonia,midwest,True,#82,82,
Maharishi International University,regional-universities-midwest,IA,Fairfield,midwest,True,#149-164,-1,
Maine College of Art,specialty-arts,ME,Portland,,True,Unranked,-2,
Maine Maritime Academy,regional-colleges-north,ME,Castine,north,True,#7,7,
Malone University,regional-universities-midwest,OH,Canton,midwest,True,#109,109,
Manchester University,regional-universities-midwest,IN,North Manchester,midwest,True,#67,67,
Manhattan Christian College,faith,KS,Manhattan,,True,Unranked,-2,
Manhattan School of Music,specialty-arts,NY,New York,,True,Unranked,-2,
Manhattan University,regional-universities-north,NY,Riverdale,north,True,#22,22,
Manhattanville University,regional-universities-north,NY,Purchase,north,True,#74,74,
Manor College,regional-colleges-north,PA,,north,True,Unranked,-2,
Maranatha Baptist University,regional-universities-midwest,WI,Watertown,midwest,True,#131,131,
Maria College of Albany,health,NY,Albany,,True,Unranked,-2,
Marian University (IN),national-universities,IN,Indianapolis,,True,#273,273,
Marian University (WI),regional-universities-midwest,WI,Fond du Lac,midwest,True,#124,124,
Marietta College,regional-colleges-midwest,OH,Marietta,midwest,True,#17,17,
Marist University,regional-universities-north,NY,Poughkeepsie,north,True,#9,9,
Marquette University,national-universities,WI,Milwaukee,,True,#86,86,
Marshall University,national-universities,WV,Huntington,,True,#315,315,
Mars Hill University,regional-colleges-south,NC,Mars Hill,south,True,#28,28,
Martin Luther College,special-focus,MN,New Ulm,,True,Unranked,-2,
Martin University,national-liberal-arts-colleges,IN,Indianapolis,,True,Unranked,-2,
Mary Baldwin University,national-universities,VA,Staunton,,True,#377,377,
Maryland Institute College of Art,specialty-arts,MD,Baltimore,,True,Unranked,-2,
Marymount Manhattan College,national-liberal-arts-colleges,NY,New York,,True,#178,178,
Marymount University,national-universities,VA,Arlington,,True,#288,288,
Maryville College,national-liberal-arts-colleges,TN,Maryville,,True,#169,169,
Maryville University of St. Louis,national-universities,MO,St Louis,,True,#266,266,
Marywood University,regional-universities-north,PA,Scranton,north,True,#44,44,
Massachusetts College of Art and Design,specialty-arts,MA,Boston,,True,Unranked,-2,
Massachusetts College of Liberal Arts,national-liberal-arts-colleges,MA,North Adams,,True,#119,119,
Massachusetts Institute of Technology,national-universities,MA,Cambridge,,True,#2,2,
Massachusetts Maritime Academy,regional-universities-north,MA,Buzzards Bay,north,True,#10,10,
The Master's University and Seminary,national-universities,CA,Santa Clarita,,True,#296,296,
Mayville State University,regional-colleges-midwest,ND,Mayville,midwest,True,#57,57,
McDaniel College,regional-universities-north,MD,Westminster,north,True,#84,84,
McKendree University,regional-universities-midwest,IL,Lebanon,midwest,True,#82,82,
McMurry University,regional-colleges-west,TX,Abilene,west,True,#19,19,
McNeese State University,regional-universities-south,LA,Lake Charles,south,True,#78,78,
McPherson College,regional-colleges-midwest,KS,McPherson,midwest,True,#21,21,
MCPHS University,health,MA,Boston,,True,Unranked,-2,
Medgar Evers College--CUNY,national-liberal-arts-colleges,NY,Brooklyn,,True,#181,181,
Medical University of South Carolina,special-focus-research,SC,Charleston,,True,Unranked,-2,
Menlo College,specialty-business,CA,Atherton,,True,Unranked,-2,
